transaction_id,date,customer_id,product_id,product_name,quantity,unit_price,total_amount,payment_method,store_location
124,2025-06-16,C124,P104,Smart Watch,2,249.99,499.98,Debit Card,San Antonio
125,2025-06-11,C125,P114,Wireless Mouse,3,49.99,149.97,Google Pay,Fort Worth
126,2025-03-14,C126,P118,Power Bank,1,49.99,49.99,Debit Card,Columbus
127,2025-04-16,C127,P106,Gaming Console,5,399.99,1999.95,Credit Card,Phoenix
128,2025-04-05,C128,P103,Wireless Earbuds,2,149.99,299.98,Google Pay,Los Angeles
129,2025-05-11,C129,P115,Monitor LG,2,299.99,599.98,Cash,Fort Worth
130,2025-03-22,C130,P115,Monitor LG,4,299.99,1199.96,Apple Pay,San Antonio
131,2025-01-04,C131,P120,Smart Bulb Pack,1,24.99,24.99,Google Pay,San Diego
132,2025-01-18,C132,P104,Smart Watch,1,249.99,249.99,Cash,New York
133,2025-05-25,C133,P119,Noise Cancelling Headphones,3,199.99,599.97,Apple Pay,Austin
134,2025-06-15,C134,P114,Wireless Mouse,3,49.99,149.97,Debit Card,Indianapolis
135,2025-02-16,C135,P118,Power Bank,5,49.99,249.95,Cash,Houston
136,2025-02-01,C136,P106,Gaming Console,2,399.99,799.98,Credit Card,Chicago
137,2025-03-13,C137,P112,External SSD,5,199.99,999.95,Debit Card,Philadelphia
138,2025-01-12,C138,P105,Tablet Mini,2,499.99,999.98,Debit Card,Philadelphia
139,2025-02-13,C139,P113,Mechanical Keyboard,5,149.99,749.95,Apple Pay,San Francisco
140,2025-03-23,C140,P110,Smart Home Hub,5,129.99,649.95,Cash,San Francisco
141,2025-02-26,C141,P108,Digital Camera,4,599.99,2399.96,Apple Pay,New York
142,2025-05-15,C142,P105,Tablet Mini,4,499.99,1999.96,Debit Card,New York
143,2025-05-21,C143,P106,Gaming Console,5,399.99,1999.95,PayPal,San Francisco
144,2025-05-25,C144,P119,Noise Cancelling Headphones,2,199.99,399.98,Credit Card,San Diego
145,2025-02-03,C145,P101,Smartphone X,1,899.99,899.99,PayPal,Austin
146,2025-03-30,C146,P110,Smart Home Hub,3,129.99,389.97,PayPal,Austin
147,2025-03-22,C147,P114,Wireless Mouse,1,49.99,49.99,Credit Card,Phoenix
148,2025-02-10,C148,P111,Wireless Charger,3,29.99,89.97,PayPal,Charlotte
149,2025-06-07,C149,P105,Tablet Mini,5,499.99,2499.95,Apple Pay,San Diego
150,2025-02-23,C150,P115,Monitor LG,4,299.99,1199.96,PayPal,New York
151,2025-04-16,C151,P109,VR Headset,5,299.99,1499.95,Apple Pay,New York
152,2025-02-09,C152,P114,Wireless Mouse,1,49.99,49.99,Debit Card,Boston
153,2025-05-11,C153,P109,VR Headset,5,299.99,1499.95,Credit Card,Philadelphia
154,2025-05-05,C154,P108,Digital Camera,5,599.99,2999.95,Google Pay,Charlotte
155,2025-06-12,C155,P102,Laptop Pro,3,1299.99,3899.97,Cash,Columbus
156,2025-01-20,C156,P106,Gaming Console,5,399.99,1999.95,PayPal,San Diego
157,2025-04-25,C157,P103,Wireless Earbuds,3,149.99,449.97,Apple Pay,San Antonio
158,2025-05-31,C158,P107,Bluetooth Speaker,5,79.99,399.95,Cash,Charlotte
159,2025-01-23,C159,P120,Smart Bulb Pack,4,24.99,99.96,Debit Card,Indianapolis
160,2025-05-24,C160,P105,Tablet Mini,1,499.99,499.99,Apple Pay,Indianapolis
161,2025-04-15,C161,P110,Smart Home Hub,1,129.99,129.99,Cash,Columbus
162,2025-01-20,C162,P110,Smart Home Hub,5,129.99,649.95,Apple Pay,Charlotte
163,2025-02-02,C163,P103,Wireless Earbuds,5,149.99,749.95,Debit Card,Chicago
164,2025-01-07,C164,P104,Smart Watch,3,249.99,749.97,PayPal,Boston
165,2025-02-21,C165,P114,Wireless Mouse,1,49.99,49.99,Cash,Seattle
166,2025-01-11,C166,P102,Laptop Pro,4,1299.99,5199.96,PayPal,San Jose
167,2025-05-23,C167,P110,Smart Home Hub,5,129.99,649.95,Debit Card,San Antonio
168,2025-05-19,C168,P108,Digital Camera,4,599.99,2399.96,Cash,Columbus
169,2025-05-17,C169,P110,Smart Home Hub,4,129.99,519.96,Apple Pay,Seattle
170,2025-05-13,C170,P103,Wireless Earbuds,5,149.99,749.95,Credit Card,Austin
171,2025-02-28,C171,P120,Smart Bulb Pack,5,24.99,124.95,Debit Card,Columbus
172,2025-04-20,C172,P118,Power Bank,5,49.99,249.95,Credit Card,Austin
173,2025-04-23,C173,P110,Smart Home Hub,3,129.99,389.97,Cash,Boston
174,2025-02-28,C174,P113,Mechanical Keyboard,1,149.99,149.99,Google Pay,Chicago
175,2025-04-16,C175,P109,VR Headset,1,299.99,299.99,Cash,Houston
176,2025-01-01,C176,P119,Noise Cancelling Headphones,5,199.99,999.95,PayPal,San Diego
177,2025-02-28,C177,P114,Wireless Mouse,2,49.99,99.98,PayPal,Los Angeles
178,2025-02-16,C178,P109,VR Headset,2,299.99,599.98,Debit Card,Phoenix
179,2025-06-07,C179,P103,Wireless Earbuds,3,149.99,449.97,PayPal,Denver
180,2025-06-10,C180,P108,Digital Camera,4,599.99,2399.96,Cash,Dallas
181,2025-05-29,C181,P104,Smart Watch,5,249.99,1249.95,PayPal,Jacksonville
182,2025-03-18,C182,P101,Smartphone X,4,899.99,3599.96,PayPal,Houston
183,2025-02-09,C183,P103,Wireless Earbuds,3,149.99,449.97,Credit Card,Phoenix
184,2025-01-16,C184,P104,Smart Watch,1,249.99,249.99,PayPal,Seattle
185,2025-01-07,C185,P109,VR Headset,4,299.99,1199.96,Apple Pay,Seattle
186,2025-03-11,C186,P119,Noise Cancelling Headphones,3,199.99,599.97,Credit Card,Fort Worth
187,2025-01-09,C187,P120,Smart Bulb Pack,4,24.99,99.96,Debit Card,Chicago
188,2025-01-01,C188,P109,VR Headset,4,299.99,1199.96,Cash,Jacksonville
189,2025-04-23,C189,P102,Laptop Pro,2,1299.99,2599.98,PayPal,Denver
190,2025-03-18,C190,P119,Noise Cancelling Headphones,1,199.99,199.99,Credit Card,San Jose
191,2025-03-25,C191,P114,Wireless Mouse,2,49.99,99.98,Google Pay,Philadelphia
192,2025-05-15,C192,P103,Wireless Earbuds,4,149.99,599.96,Apple Pay,Los Angeles
193,2025-03-29,C193,P119,Noise Cancelling Headphones,3,199.99,599.97,Google Pay,Denver
194,2025-01-14,C194,P116,Webcam HD,5,89.99,449.95,Credit Card,San Francisco
195,2025-03-05,C195,P114,Wireless Mouse,1,49.99,49.99,Cash,Denver
196,2025-01-03,C196,P118,Power Bank,5,49.99,249.95,Credit Card,San Antonio
197,2025-03-29,C197,P111,Wireless Charger,5,29.99,149.95,PayPal,Philadelphia
198,2025-04-03,C198,P112,External SSD,2,199.99,399.98,Google Pay,Jacksonville
199,2025-01-28,C199,P117,USB-C Hub,4,39.99,159.96,Debit Card,Chicago
200,2025-04-17,C200,P108,Digital Camera,1,599.99,599.99,Apple Pay,Dallas
201,2025-05-17,C201,P101,Smartphone X,1,899.99,899.99,Google Pay,San Jose
202,2025-02-18,C202,P104,Smart Watch,4,249.99,999.96,PayPal,Houston
203,2025-05-17,C203,P104,Smart Watch,3,249.99,749.97,PayPal,Chicago
204,2025-05-24,C204,P117,USB-C Hub,5,39.99,199.95,Credit Card,Los Angeles
205,2025-05-27,C205,P103,Wireless Earbuds,3,149.99,449.97,Google Pay,New York
206,2025-04-29,C206,P106,Gaming Console,3,399.99,1199.97,Google Pay,Austin
207,2025-04-01,C207,P102,Laptop Pro,3,1299.99,3899.97,PayPal,Indianapolis
208,2025-05-12,C208,P109,VR Headset,5,299.99,1499.95,Debit Card,Charlotte
209,2025-06-15,C209,P119,Noise Cancelling Headphones,3,199.99,599.97,Cash,New York
210,2025-06-10,C210,P120,Smart Bulb Pack,3,24.99,74.97,PayPal,New York
211,2025-05-25,C211,P107,Bluetooth Speaker,3,79.99,239.97,Apple Pay,Austin
212,2025-02-06,C212,P119,Noise Cancelling Headphones,4,199.99,799.96,Google Pay,Chicago
213,2025-05-08,C213,P102,Laptop Pro,2,1299.99,2599.98,Cash,Philadelphia
214,2025-04-22,C214,P114,Wireless Mouse,3,49.99,149.97,Cash,Seattle
215,2025-04-05,C215,P108,Digital Camera,5,599.99,2999.95,Apple Pay,Seattle
216,2025-04-25,C216,P117,USB-C Hub,2,39.99,79.98,PayPal,Austin
217,2025-02-05,C217,P108,Digital Camera,5,599.99,2999.95,PayPal,Chicago
218,2025-06-19,C218,P112,External SSD,4,199.99,799.96,PayPal,Indianapolis
219,2025-04-15,C219,P114,Wireless Mouse,3,49.99,149.97,Credit Card,San Antonio
220,2025-05-04,C220,P105,Tablet Mini,1,499.99,499.99,PayPal,San Jose
221,2025-03-10,C221,P111,Wireless Charger,4,29.99,119.96,Apple Pay,San Jose
222,2025-01-17,C222,P105,Tablet Mini,3,499.99,1499.97,Google Pay,Philadelphia
223,2025-03-25,C223,P115,Monitor LG,3,299.99,899.97,Credit Card,San Antonio
224,2025-01-19,C224,P117,USB-C Hub,3,39.99,119.97,Google Pay,Denver
225,2025-06-15,C225,P103,Wireless Earbuds,4,149.99,599.96,PayPal,Indianapolis
226,2025-02-18,C226,P111,Wireless Charger,5,29.99,149.95,Debit Card,Houston
227,2025-06-10,C227,P117,USB-C Hub,1,39.99,39.99,Debit Card,Austin
228,2025-04-04,C228,P107,Bluetooth Speaker,3,79.99,239.97,Cash,Los Angeles
229,2025-06-16,C229,P108,Digital Camera,5,599.99,2999.95,Credit Card,Jacksonville
230,2025-05-28,C230,P108,Digital Camera,1,599.99,599.99,Credit Card,Charlotte
231,2025-04-09,C231,P106,Gaming Console,3,399.99,1199.97,Cash,Chicago
232,2025-02-24,C232,P116,Webcam HD,4,89.99,359.96,Apple Pay,Seattle
233,2025-02-08,C233,P109,VR Headset,5,299.99,1499.95,Google Pay,Chicago
234,2025-03-23,C234,P102,Laptop Pro,5,1299.99,6499.95,Cash,Seattle
235,2025-04-25,C235,P108,Digital Camera,5,599.99,2999.95,Credit Card,Los Angeles
236,2025-02-27,C236,P113,Mechanical Keyboard,5,149.99,749.95,Apple Pay,San Jose
237,2025-02-16,C237,P111,Wireless Charger,5,29.99,149.95,Cash,New York
238,2025-05-17,C238,P105,Tablet Mini,2,499.99,999.98,Debit Card,Fort Worth
239,2025-06-06,C239,P114,Wireless Mouse,3,49.99,149.97,Cash,San Jose
240,2025-03-24,C240,P114,Wireless Mouse,4,49.99,199.96,PayPal,Seattle
241,2025-02-16,C241,P111,Wireless Charger,2,29.99,59.98,Credit Card,San Antonio
242,2025-03-12,C242,P101,Smartphone X,3,899.99,2699.97,Debit Card,Dallas
243,2025-03-21,C243,P116,Webcam HD,3,89.99,269.97,Credit Card,Austin
244,2025-02-26,C244,P104,Smart Watch,3,249.99,749.97,Credit Card,Columbus
245,2025-03-13,C245,P105,Tablet Mini,5,499.99,2499.95,Credit Card,New York
246,2025-06-19,C246,P120,Smart Bulb Pack,4,24.99,99.96,Google Pay,San Diego
247,2025-05-24,C247,P111,Wireless Charger,5,29.99,149.95,Credit Card,Fort Worth
248,2025-01-09,C248,P116,Webcam HD,5,89.99,449.95,Credit Card,Houston
249,2025-02-04,C249,P111,Wireless Charger,2,29.99,59.98,Apple Pay,San Antonio
250,2025-05-03,C250,P104,Smart Watch,4,249.99,999.96,Cash,San Francisco
251,2025-05-29,C251,P119,Noise Cancelling Headphones,3,199.99,599.97,PayPal,Seattle
252,2025-03-06,C252,P101,Smartphone X,4,899.99,3599.96,Google Pay,San Jose
253,2025-05-04,C253,P104,Smart Watch,5,249.99,1249.95,Cash,San Diego
254,2025-04-24,C254,P112,External SSD,3,199.99,599.97,Cash,Philadelphia
255,2025-06-11,C255,P117,USB-C Hub,3,39.99,119.97,Credit Card,San Diego
256,2025-02-12,C256,P106,Gaming Console,4,399.99,1599.96,Google Pay,Indianapolis
257,2025-05-24,C257,P112,External SSD,3,199.99,599.97,PayPal,Denver
258,2025-04-15,C258,P112,External SSD,4,199.99,799.96,Cash,Fort Worth
259,2025-06-02,C259,P111,Wireless Charger,1,29.99,29.99,Google Pay,Boston
260,2025-02-21,C260,P112,External SSD,4,199.99,799.96,PayPal,San Diego
261,2025-02-14,C261,P114,Wireless Mouse,5,49.99,249.95,Cash,Indianapolis
262,2025-04-08,C262,P102,Laptop Pro,4,1299.99,5199.96,Apple Pay,Denver
263,2025-02-16,C263,P106,Gaming Console,3,399.99,1199.97,Debit Card,Houston
264,2025-01-25,C264,P104,Smart Watch,2,249.99,499.98,Cash,Seattle
265,2025-02-17,C265,P110,Smart Home Hub,5,129.99,649.95,Apple Pay,Jacksonville
266,2025-02-24,C266,P112,External SSD,3,199.99,599.97,PayPal,Columbus
267,2025-04-23,C267,P104,Smart Watch,5,249.99,1249.95,Apple Pay,Indianapolis
268,2025-05-02,C268,P111,Wireless Charger,4,29.99,119.96,Cash,Los Angeles
269,2025-04-19,C269,P114,Wireless Mouse,1,49.99,49.99,PayPal,Jacksonville
270,2025-01-04,C270,P116,Webcam HD,3,89.99,269.97,Credit Card,New York
271,2025-01-29,C271,P112,External SSD,1,199.99,199.99,PayPal,Los Angeles
272,2025-06-14,C272,P115,Monitor LG,2,299.99,599.98,Debit Card,Houston
273,2025-04-30,C273,P110,Smart Home Hub,2,129.99,259.98,Apple Pay,San Francisco
274,2025-01-04,C274,P118,Power Bank,1,49.99,49.99,Apple Pay,New York
275,2025-01-15,C275,P113,Mechanical Keyboard,3,149.99,449.97,Credit Card,Austin
276,2025-01-08,C276,P108,Digital Camera,1,599.99,599.99,PayPal,Charlotte
277,2025-01-27,C277,P117,USB-C Hub,1,39.99,39.99,Google Pay,Philadelphia
278,2025-03-28,C278,P120,Smart Bulb Pack,1,24.99,24.99,Debit Card,New York
279,2025-06-13,C279,P116,Webcam HD,2,89.99,179.98,PayPal,Indianapolis
280,2025-03-01,C280,P101,Smartphone X,2,899.99,1799.98,Debit Card,New York
281,2025-04-05,C281,P112,External SSD,4,199.99,799.96,Google Pay,Chicago
282,2025-01-22,C282,P102,Laptop Pro,2,1299.99,2599.98,Apple Pay,Boston
283,2025-03-12,C283,P114,Wireless Mouse,5,49.99,249.95,Google Pay,New York
284,2025-01-29,C284,P107,Bluetooth Speaker,2,79.99,159.98,Apple Pay,Chicago
285,2025-01-24,C285,P105,Tablet Mini,2,499.99,999.98,Credit Card,San Antonio
286,2025-05-05,C286,P109,VR Headset,1,299.99,299.99,Credit Card,San Diego
287,2025-02-17,C287,P113,Mechanical Keyboard,1,149.99,149.99,Apple Pay,Chicago
288,2025-03-10,C288,P118,Power Bank,3,49.99,149.97,Debit Card,Dallas
289,2025-01-23,C289,P112,External SSD,1,199.99,199.99,Credit Card,Dallas
290,2025-01-14,C290,P105,Tablet Mini,2,499.99,999.98,PayPal,Charlotte
291,2025-04-09,C291,P113,Mechanical Keyboard,2,149.99,299.98,Debit Card,Columbus
292,2025-04-06,C292,P102,Laptop Pro,3,1299.99,3899.97,PayPal,San Diego
293,2025-01-13,C293,P101,Smartphone X,1,899.99,899.99,Apple Pay,Seattle
294,2025-04-08,C294,P112,External SSD,3,199.99,599.97,PayPal,Dallas
295,2025-02-02,C295,P105,Tablet Mini,3,499.99,1499.97,PayPal,San Diego
296,2025-01-27,C296,P110,Smart Home Hub,2,129.99,259.98,Debit Card,Fort Worth
297,2025-04-19,C297,P109,VR Headset,1,299.99,299.99,Credit Card,Seattle
298,2025-05-13,C298,P104,Smart Watch,1,249.99,249.99,Credit Card,San Diego
299,2025-06-01,C299,P110,Smart Home Hub,2,129.99,259.98,Google Pay,Houston
300,2025-03-18,C300,P114,Wireless Mouse,1,49.99,49.99,PayPal,San Jose
301,2025-05-26,C301,P113,Mechanical Keyboard,2,149.99,299.98,Google Pay,Jacksonville
302,2025-06-11,C302,P106,Gaming Console,3,399.99,1199.97,Credit Card,Jacksonville
303,2025-02-07,C303,P113,Mechanical Keyboard,5,149.99,749.95,Cash,Dallas
304,2025-05-09,C304,P117,USB-C Hub,1,39.99,39.99,Debit Card,Houston
305,2025-03-23,C305,P112,External SSD,2,199.99,399.98,Credit Card,Chicago
306,2025-06-06,C306,P114,Wireless Mouse,3,49.99,149.97,PayPal,Charlotte
307,2025-03-03,C307,P106,Gaming Console,1,399.99,399.99,Cash,Austin
308,2025-01-30,C308,P107,Bluetooth Speaker,3,79.99,239.97,Apple Pay,New York
309,2025-06-12,C309,P104,Smart Watch,2,249.99,499.98,Apple Pay,San Diego
310,2025-04-07,C310,P119,Noise Cancelling Headphones,4,199.99,799.96,Google Pay,Phoenix
311,2025-06-14,C311,P102,Laptop Pro,2,1299.99,2599.98,Apple Pay,San Francisco
312,2025-03-13,C312,P108,Digital Camera,4,599.99,2399.96,PayPal,Columbus
313,2025-05-30,C313,P112,External SSD,4,199.99,799.96,Google Pay,Dallas
314,2025-03-10,C314,P115,Monitor LG,3,299.99,899.97,Apple Pay,San Antonio
